ind_id,ind_definition,datasource,reportyear,burden,tenure,race_eth_code,race_eth_name,income_level,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,total_households,burdened_households,percent,LL95CI,UL95CI,SE,rse,CA_decile,CA_RR,version
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073000800,8,San Diego,6073,San Diego,9,"2,267","1,006",44.37582708,34.11719551,54.63445866,5.233995703,11.79470006,9,0.826761061,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073000900,9,San Diego,6073,San Diego,9,"2,655","1,343",50.58380414,41.39493458,59.77267371,4.688198757,9.487170502,7,0.942421186,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001000,10,San Diego,6073,San Diego,9,"2,405","1,116",46.4033264,35.78790167,57.01875113,5.416033026,11.67164823,8,0.864535174,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001100,11,San Diego,6073,San Diego,9,"1,468",827,56.33514986,46.49420578,66.17609395,5.02088984,11.49869935,5,1.049573863,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001200,12,San Diego,6073,San Diego,9,"2,718","1,649",60.66961001,49.56884901,71.77037101,5.663653571,14.40019683,3,1.130328705,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001300,13,San Diego,6073,San Diego,9,"3,124","1,829",58.54673496,48.65817836,68.43529155,5.045181937,12.17077094,4,1.090777657,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001400,14,San Diego,6073,San Diego,9,"1,252",600,47.92332268,37.59914565,58.24749972,5.267437261,10.99138575,8,0.892854054,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001500,15,San Diego,6073,San Diego,9,"1,630",838,51.41104294,41.03609206,61.78599383,5.293342289,10.89412618,7,0.957833379,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001600,16,San Diego,6073,San Diego,9,"2,106","1,124",53.37132004,42.08137646,64.66126361,5.760175294,12.35328836,6,0.994355082,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001700,17,San Diego,6073,San Diego,9,"2,039",912,44.72780775,31.52566103,57.92995446,6.73578914,15.05951103,9,0.833318773,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001800,18,San Diego,6073,San Diego,9,"2,638","1,380",52.31235785,41.51204689,63.11266881,5.510362736,11.55511677,6,0.974625676,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073001900,19,San Diego,6073,San Diego,9,"1,256",544,43.31210191,29.99502482,56.629179,6.794427088,15.68713313,9,0.806942917,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002001,20.01,San Diego,6073,San Diego,9,"1,194",541,45.30988275,34.421241,56.1985245,5.555429464,12.26096632,9,0.844163347,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002002,20.02,San Diego,6073,San Diego,9,"1,006",402,39.96023857,25.80700171,54.11347543,7.221039214,18.07056082,10,0.744494726,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002100,21,San Diego,6073,San Diego,9,"2,180","1,305",59.86238532,48.37898144,71.3457892,5.858879532,14.59697986,3,1.115289392,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002201,22.01,San Diego,6073,San Diego,9,"1,145",818,71.44104803,56.65373193,86.22836414,7.544549034,26.41745763,1,1.331010159,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002202,22.02,San Diego,6073,San Diego,9,"1,496",923,61.69786096,50.20146918,73.19425275,5.865506013,15.31378184,3,1.149485933,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002301,23.01,San Diego,6073,San Diego,9,"1,006",578,57.45526839,42.78307791,72.12745887,7.485811469,17.595155,4,1.070442666,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002302,23.02,San Diego,6073,San Diego,9,"1,952","1,273",65.21516393,53.08862616,77.34170171,6.18700907,17.78651208,2,1.21501641,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002401,24.01,San Diego,6073,San Diego,9,"1,484",875,58.96226415,44.49638623,73.42814208,7.380549962,17.98478841,4,1.098519335,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002402,24.02,San Diego,6073,San Diego,9,"1,262",838,66.40253566,53.21183455,79.59323676,6.729949543,20.0311234,2,1.2371382,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002501,25.01,San Diego,6073,San Diego,9,"1,166",716,61.40651801,49.37108522,73.4419508,6.140526935,15.91078757,3,1.144057955,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002502,25.02,San Diego,6073,San Diego,9,"1,569",909,57.93499044,45.36501823,70.50496265,6.41325113,15.246047,4,1.079380314,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002601,26.01,San Diego,6073,San Diego,9,"1,326",878,66.21417798,54.11865649,78.30969947,6.171184434,18.26560393,2,1.233628929,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002602,26.02,San Diego,6073,San Diego,9,"1,033",556,53.82381413,42.32120858,65.32641969,5.868676305,12.70931368,6,1.002785449,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002702,27.02,San Diego,6073,San Diego,9,"1,488",931,62.5672043,51.89331214,73.24109647,5.445863349,14.54837462,2,1.165682571,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002703,27.03,San Diego,6073,San Diego,9,"2,027","1,317",64.9728663,53.28327346,76.66245915,5.964077983,17.02702264,2,1.21050219,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002705,27.05,San Diego,6073,San Diego,9,"1,058",716,67.67485822,53.71348721,81.63622923,7.123148474,22.03593885,1,1.260842699,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002707,27.07,San Diego,6073,San Diego,9,"1,330",834,62.70676692,49.38658126,76.02695258,6.796013091,18.22318026,2,1.168282747,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002708,27.08,San Diego,6073,San Diego,9,"1,859","1,359",73.10381926,60.89264619,85.31499232,6.23019034,23.16384769,1,1.361989064,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002709,27.09,San Diego,6073,San Diego,9,999,647,64.76476476,47.02360704,82.50592249,9.051611084,25.68908941,2,1.206625074,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002710,27.1,San Diego,6073,San Diego,9,996,663,66.56626506,51.16701958,81.96551054,7.856757896,23.49949208,1,1.240188624,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002711,27.11,San Diego,6073,San Diego,9,778,504,64.781491,50.30551428,79.25746772,7.385702409,20.97108202,2,1.206936699,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002712,27.12,San Diego,6073,San Diego,9,"1,285",839,65.29182879,51.37583427,79.20782332,7.099997206,20.45626998,2,1.216444745,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002801,28.01,San Diego,6073,San Diego,9,628,472,75.15923567,57.14619984,93.1722715,9.190324401,36.99694695,1,1.400283296,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002803,28.03,San Diego,6073,San Diego,9,"2,059",953,46.28460418,35.85181474,56.71739362,5.322851755,11.50026418,8,0.862323273,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002804,28.04,San Diego,6073,San Diego,9,"1,096",674,61.49635036,45.66752922,77.32517151,8.075929154,20.97445107,3,1.145731612,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002902,29.02,San Diego,6073,San Diego,9,"1,852",913,49.29805616,37.37140056,61.22471175,6.085028366,12.34334341,7,0.918466559,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002903,29.03,San Diego,6073,San Diego,9,"1,063",691,65.00470367,50.88181651,79.12759083,7.205554675,20.59006618,2,1.211095349,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002904,29.04,San Diego,6073,San Diego,9,"1,536","1,059",68.9453125,58.50344672,79.38717828,5.32748254,17.1551639,1,1.28451239,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073002905,29.05,San Diego,6073,San Diego,9,"1,350",704,52.14814815,40.24751575,64.04878055,6.071751225,12.6886442,6,0.971566304,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003001,30.01,San Diego,6073,San Diego,9,932,603,64.69957082,52.0876484,77.31149323,6.434654294,18.2282608,2,1.205410453,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003003,30.03,San Diego,6073,San Diego,9,"1,133",702,61.95939982,48.28354228,75.63525737,6.977478339,18.34218784,3,1.154358634,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003004,30.04,San Diego,6073,San Diego,9,"1,104",810,73.36956522,58.99598237,87.74314807,7.333460637,27.537893,1,1.366940147,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003101,31.01,San Diego,6073,San Diego,9,779,486,62.38767651,48.40742347,76.36792955,7.132782165,18.96394985,2,1.162337809,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003103,31.03,San Diego,6073,San Diego,9,"1,328",823,61.97289157,48.59491596,75.35086717,6.825497757,17.94903172,3,1.154609997,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003105,31.05,San Diego,6073,San Diego,9,795,526,66.16352201,51.23799265,81.08905138,7.615066002,22.50549246,2,1.232685163,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003107,31.07,San Diego,6073,San Diego,9,"1,484",858,57.81671159,42.98212735,72.65129583,7.56866543,17.94233147,4,1.077176674,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003108,31.08,San Diego,6073,San Diego,9,836,517,61.84210526,45.08174655,78.60246397,8.551203423,22.41005035,3,1.152173332,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003109,31.09,San Diego,6073,San Diego,9,754,363,48.14323607,32.28667915,63.999793,8.090080063,16.80418834,8,0.896951236,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003111,31.11,San Diego,6073,San Diego,9,"1,440",849,58.95833333,44.83773159,73.07893508,7.204388645,17.55384035,4,1.098446101,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003112,31.12,San Diego,6073,San Diego,9,"1,102",482,43.73865699,29.62711885,57.85019513,7.199764357,16.46087204,9,0.814890016,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003113,31.13,San Diego,6073,San Diego,9,"1,032",684,66.27906977,49.91274746,82.64539207,8.350164441,24.76255662,2,1.234837921,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003114,31.14,San Diego,6073,San Diego,9,752,468,62.23404255,45.90413036,78.56395475,8.331587856,22.06110587,3,1.159475472,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003115,31.15,San Diego,6073,San Diego,9,"1,442",785,54.43828017,42.08177572,66.79478462,6.304339005,13.83692062,5,1.014233497,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003201,32.01,San Diego,6073,San Diego,9,"1,092",714,65.38461538,52.59801771,78.17121306,6.523774324,18.84645916,2,1.218173441,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003202,32.02,San Diego,6073,San Diego,9,999,642,64.26426426,48.65215856,79.87636997,7.965360053,22.28962099,2,1.197300305,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003204,32.04,San Diego,6073,San Diego,9,917,581,63.35877863,47.84437852,78.87317873,7.915510257,21.60274674,2,1.180430304,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003207,32.07,San Diego,6073,San Diego,9,"1,940","1,175",60.56701031,46.7498331,74.38418752,7.049580207,17.8773668,3,1.128417181,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003208,32.08,San Diego,6073,San Diego,9,"2,175","1,304",59.95402299,45.46341459,74.44463139,7.393167551,18.46169854,3,1.116996683,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003209,32.09,San Diego,6073,San Diego,9,"1,503",820,54.55755156,40.42295402,68.6921491,7.211529358,15.86958803,5,1.016455629,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003211,32.11,San Diego,6073,San Diego,9,687,429,62.44541485,42.10067774,82.79015196,10.37996791,27.639682,2,1.163413526,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003212,32.12,San Diego,6073,San Diego,9,925,485,52.43243243,39.6453338,65.21953106,6.524029914,13.71529016,6,0.976862772,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003213,32.13,San Diego,6073,San Diego,9,"1,006",592,58.84691849,44.86132599,72.83251099,7.135506377,17.33893578,4,1.096370343,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003214,32.14,San Diego,6073,San Diego,9,"1,340",684,51.04477612,39.50249081,62.58706143,5.888921077,12.02919854,7,0.951009503,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003301,33.01,San Diego,6073,San Diego,9,854,600,70.25761124,57.20485606,83.31036642,6.659568968,22.39083425,1,1.308961681,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003303,33.03,San Diego,6073,San Diego,9,"1,085",762,70.23041475,57.39389844,83.06693105,6.549243013,21.99977916,1,1.308454986,7/29/2014 0:00
106,Percent of households spending 30% or more of annual income on rent or mortgage,ACS,2006-2010,">= 30% of monthly household income consumed by monthly, gross rent or selected housing costs",Combined rent-/mortgage-paying households,9,Total,All income levels,CT,6073003304,33.04,San Diego,6073,San Diego,9,792,419,52.9040404,34.35649064,71.45159016,9.463035591,20.09309434,6,0.985649248,7/29/2014 0:00
